Unnamed: 0;hierarchy;code_full;code;label;description;point;Niveau 1;Niveau 2;Niveau 3;Niveau 4;Niveau 5;Niveau 6;Niveau 7;Tags;x;y
495;Bovins - animaux femelles, de plus de 160 à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A4, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0F21D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 160 à 365 jours;;;;Bovins, SST, Paiements directs, Lumière du jour;-18.742567;78.02752
496;Bovins - animaux femelles, de plus de 160 à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A4, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0F31D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 160 à 365 jours;;;;Bovins, Alimentation, Abreuvement, Revêtement, Litière;5.0752935;57.09076
497;Bovins - animaux femelles, de plus de 160 à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A4, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0F41D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 160 à 365 jours;;;;Bovins, SST, Paiements directs, animaux femelles;7.231765;57.705074
498;Bovins - animaux femelles, de plus de 160 à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A4, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/59CDB9FA28F548FB97C5D7019ADBBCD3;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 160 à 365 jours;;;;Bovins, Stabulation libre, Matelas de paille, Couche souple, Aire de repos;2.593617;58.51577
499;Bovins - animaux femelles, de plus de 365 jours au premier vêlage / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A3, 01;01;Les animaux non entravés sont tous gardés en groupes;"
Les animaux de cette catégorie, non entravés,  sont tous gardés en groupes.
Exceptions:
La détention individuelle ou en groupe dans un box à aire unique ou à plusieurs aires, comprenant une aire de repos, est admise dans les situations suivantes:
a. durant dix jours au maximum avant et après la date présumée du vêlage;
il n'est pas permis d'entraver l'animal;
b. dans le cas des animaux malades ou blessés; il est permis de les entraver uniquement si la maladie ou la blessure le requiert impérieusement.
Si un animal a été détenu individuellement en raison d'une maladie ou d'une blessure et s'il ne peut plus être intégré dans un groupe une fois guéri, il peut être détenu de manière isolée pendant une année au maximum.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0E71D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 365 jours au premier vêlage;;;;Bovins, Vêlage, Groupes, Maladie, Blessure;7.3426375;54.625137
500;Bovins - animaux femelles, de plus de 365 jours au premier vêlage / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A3, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0E81D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 365 jours au premier vêlage;;;;Bovins, SST, Lumière du jour;-18.667723;78.010254
501;Bovins - animaux femelles, de plus de 365 jours au premier vêlage / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A3, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0E91D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 365 jours au premier vêlage;;;;Bovins, SST, Aire d'alimentation, Abreuvoirs, Revêtement en dur;4.847206;57.093853
502;Bovins - animaux femelles, de plus de 365 jours au premier vêlage / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A3, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0EA1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 365 jours au premier vêlage;;;;Bovins, SST, Paiements directs, animaux femelles;7.0926013;57.71797
503;Bovins - animaux femelles, de plus de 365 jours au premier vêlage / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A3, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/A23F4346940B4C5FBF1AA41BD0E22C90;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux femelles, de plus de 365 jours au premier vêlage;;;;Bovins, SST, Aire de repos, Stabulation libre, Paille, Norme ISO/IEC 17025;2.4757195;58.487568
504;Bovins - animaux mâles, de plus de 160 jours à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A8, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/151D59F2CF094E4680508995CF87B23F;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 160 jours à 365 jours;;;;Bovins, SST, Stabulation libre, Matelas de paille, Paiements directs, Norme ISO/IEC 17025;2.627236;58.495235
505;Bovins - animaux mâles, de plus de 160 jours à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A8, 01;01;Les animaux non entravés sont tous gardés en groupes;"
Les animaux de cette catégorie, non entravés,  sont tous gardés en groupes.
Exceptions:
La détention individuelle ou en groupe dans un box à aire unique ou à plusieurs aires, comprenant une aire de repos, est admise dans les situations suivantes:
a. durant dix jours au maximum avant et après la date présumée du vêlage;
il n'est pas permis d'entraver l'animal;
b. dans le cas des animaux malades ou blessés; il est permis de les entraver uniquement si la maladie ou la blessure le requiert impérieusement.
Si un animal a été détenu individuellement en raison d'une maladie ou d'une blessure et s'il ne peut plus être intégré dans un groupe une fois guéri, il peut être détenu de manière isolée pendant une année au maximum.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC19E1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 160 jours à 365 jours;;;;Bovins, SST, Paiements directs;7.4301014;54.80127
506;Bovins - animaux mâles, de plus de 160 jours à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A8, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC19F1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 160 jours à 365 jours;;;;Bovins, SST, Paiements directs, Lumière du jour;-18.751434;78.23779
507;Bovins - animaux mâles, de plus de 160 jours à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A8, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1A01D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 160 jours à 365 jours;;;;Bovins, SST, Aire d'alimentation, Abreuvoirs, Revêtement en dur;5.173834;57.00087
508;Bovins - animaux mâles, de plus de 160 jours à 365 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A8, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1A11D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 160 jours à 365 jours;;;;Bovins, SST, Paiements directs,;7.250999;57.570248
509;Bovins - animaux mâles, de plus de 365 jours à 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A7, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/332F364449344BB7A15A31AF45F2ACA1;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 365 jours à 730 jours;;;;Bovins, SST, Stabulation libre, Matelas de paille, Paiements directs, Norme ISO/IEC 17025;2.618638;58.49581
510;Bovins - animaux mâles, de plus de 365 jours à 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A7, 01;01;Les animaux non entravés sont tous gardés en groupes;"
Les animaux de cette catégorie, non entravés,  sont tous gardés en groupes.
Exceptions:
La détention individuelle ou en groupe dans un box à aire unique ou à plusieurs aires, comprenant une aire de repos, est admise dans les situations suivantes:
a. durant dix jours au maximum avant et après la date présumée du vêlage;
il n'est pas permis d'entraver l'animal;
b. dans le cas des animaux malades ou blessés; il est permis de les entraver uniquement si la maladie ou la blessure le requiert impérieusement.
Si un animal a été détenu individuellement en raison d'une maladie ou d'une blessure et s'il ne peut plus être intégré dans un groupe une fois guéri, il peut être détenu de manière isolée pendant une année au maximum.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1941D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 365 jours à 730 jours;;;;Bovins, SST, Paiements directs;7.4369917;54.782345
511;Bovins - animaux mâles, de plus de 365 jours à 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A7, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1951D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 365 jours à 730 jours;;;;Bovins, SST, Paiements directs, Lumière du jour;-18.745167;78.2149
512;Bovins - animaux mâles, de plus de 365 jours à 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A7, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1961D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 365 jours à 730 jours;;;;Bovins, SST, Aire d'alimentation, Abreuvoirs, Revêtement en dur;5.1523876;57.00534
513;Bovins - animaux mâles, de plus de 365 jours à 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A7, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC1971D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 365 jours à 730 jours;;;;Bovins, SST, Paiements directs, animaux mâles, aire de repos;7.27452;57.559742
514;Bovins - animaux mâles, de plus de 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A6, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/270782BF6C454369A866E8B0EC0DB7B8;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 730 jours;;;;Bovins, SST, Aire de repos, Stabulation libre, Paille, Couche souple;2.481222;58.48608
515;Bovins - animaux mâles, de plus de 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A6, 01;01;Les animaux non entravés sont tous gardés en groupes;"
Les animaux de cette catégorie, non entravés,  sont tous gardés en groupes.
Exceptions:
La détention individuelle ou en groupe dans un box à aire unique ou à plusieurs aires, comprenant une aire de repos, est admise dans les situations suivantes:
a. durant dix jours au maximum avant et après la date présumée du vêlage;
il n'est pas permis d'entraver l'animal;
b. dans le cas des animaux malades ou blessés; il est permis de les entraver uniquement si la maladie ou la blessure le requiert impérieusement.
Si un animal a été détenu individuellement en raison d'une maladie ou d'une blessure et s'il ne peut plus être intégré dans un groupe une fois guéri, il peut être détenu de manière isolée pendant une année au maximum.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC18A1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 730 jours;;;;Bovins, Animaux mâles, Paiements directs, SST;7.4127088;54.62827
516;Bovins - animaux mâles, de plus de 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A6, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC18B1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 730 jours;;;;Bovins, SST, Paiements directs, Lumière du jour;-18.644506;78.0861
517;Bovins - animaux mâles, de plus de 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A6, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC18C1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 730 jours;;;;Bovins, SST, Aire d'alimentation, Abreuvoirs, Revêtement en dur;4.956649;57.000984
518;Bovins - animaux mâles, de plus de 730 jours / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A6, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC18D1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - animaux mâles, de plus de 730 jours;;;;Bovins, SST, Paiements directs, animaux mâles, aire de repos;7.268428;57.70037
519;Bovins - autres vaches / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A2, 01;01;Les animaux non entravés sont tous gardés en groupes;"
Les animaux de cette catégorie, non entravés,  sont tous gardés en groupes.
Exceptions:
La détention individuelle ou en groupe dans un box à aire unique ou à plusieurs aires, comprenant une aire de repos, est admise dans les situations suivantes:
a. durant dix jours au maximum avant et après la date présumée du vêlage;
il n'est pas permis d'entraver l'animal;
b. dans le cas des animaux malades ou blessés; il est permis de les entraver uniquement si la maladie ou la blessure le requiert impérieusement.
Si un animal a été détenu individuellement en raison d'une maladie ou d'une blessure et s'il ne peut plus être intégré dans un groupe une fois guéri, il peut être détenu de manière isolée pendant une année au maximum.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0DD1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - autres vaches;;;;Bovins, SST, Paiements directs;7.5541754;54.248108
520;Bovins - autres vaches / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A2, 02;02;Lumière du jour, naturelle, d'une intensité d'au moins 15 lux;"
Les étables dans lesquelles les animaux sont gardés la plupart du temps sont éclairées à la lumière du jour d'une in-tensité d'au moins 15 lux (éteindre la lumière artificielle au moment de la me-sure!) Dans les aires de repos ou de refuge, un éclairage plus faible est admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0DE1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - autres vaches;;;;SST, Bovins, Lumière du jour;-18.104954;77.85127
521;Bovins - autres vaches / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A2, 03;03;Aire d'alimentation et abreuvoirs: sol muni d'un revêtement en dur;"
L'ensemble de l'aire d'alimentation et d'abreuvement doit être pourvu d'un revêtement en dur, avec ou sans perforation, sans litière
Exception: box de vêlage et espace réservé aux animaux malades
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0DF1D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - autres vaches;;;;SST, Bovins, Aire d'alimentation, Abreuvoirs, Revêtement en dur;4.1638684;56.815346
522;Bovins - autres vaches / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A2, 04;04;Les animaux de la catégorie ont tous accès 24 h sur 24 à une aire de repos SST et à une aire non recouverte de litière;"
Les animaux de la catégorie ont tous accès (chaque jour* /24 h sur 24**) à une aire de repos conforme SST et à une aire non recouverte de litière
* Alternative entre 1.4 et 30.11:
24 h par jour sur le pâturage
** Une dérogation est admise dans les situations
suivantes:
a. durant l'affouragement;
b. durant le pâturage;
c. durant la traite;
d. en cas d'intervention pratiquée sur l'animal, p. ex. les soins des onglons.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC0E01D05E0532D0E870A0EAF;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - autres vaches;;;;SST, Bovins, Paiements directs;7.461011;58.117867
523;Bovins - autres vaches / SST-Bovins et buffles d`Asie / SST / Paiements directs;12.01_2023, A2, 05;05;Aire de repos : matelas de paille ou couche équivalente;"
Couches souples installées dans les systèmes à stabulation libre avec box : 
- l'exploitant dispose pour tous les types de couche souple d'une attestation du service d'examen (accrédité selon la norme SN EN ISO/IEC 17025), prouvant la conformité
- aucune couche souple n'est défectueuse le jour du contrôle
- toutes les couches souples occupées le jour du contrôle sont exclusivement recouvertes de paille hachée
Aire de repos dans les autres stabulations:
- matelas de paille compact, couvrant toute la surface du box de repos, une couche de sciure, par ex., est jugée équivalente, au moins 10 cm là où la couche est la plus mince.
";https://agriculture.ld.admin.ch/inspection/E4B93C7FCA30459E85DB6108C4F37418;Paiements directs;SST;SST-Bovins et buffles d`Asie;Bovins - autres vaches;;;;Bovins, Stabulation libre, Paille, Norme ISO/IEC 17025;2.0322733;58.445023
524;Bovins / AQ-Viande Suisse / Labels;;11.1.6;Autres installations;Autres installations visant à influer le comportement;https://agriculture.ld.admin.ch/inspection/243ACF8515ECB0DB294B30941FD33520;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins,AQ-Viande Suisse,Labels,Installations;65.02895;-18.421543
525;Bovins / AQ-Viande Suisse / Labels;;11.4.3;Détention des bovins;Détention des bovins à l’attache, y.c. yacks et buffles;https://agriculture.ld.admin.ch/inspection/2C38B38B27F867BFE2635EB5E446F987;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Détention, Attache;66.883;-18.92235
526;Bovins / AQ-Viande Suisse / Labels;;11.4.2;Contact visuel veaux;Détention des veaux : détention individuelle, contact visuel;https://agriculture.ld.admin.ch/inspection/49E0E0D4300D4A4EE5B18B182987D597;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Contact visuel, Veaux, Détention individuelle;66.65102;-19.146915
527;Bovins / AQ-Viande Suisse / Labels;;11.4.6;Mouvement;Possibilités de mouvement pour les yaks et les bovins détenus à l’attache;https://agriculture.ld.admin.ch/inspection/5FC41E6E9A8287FA95173E5668EE690A;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Mouvement;67.55311;-18.6685
528;Bovins / AQ-Viande Suisse / Labels;;11.4.5;Fourrage grossier;Fourrage grossier dans l’alimentation des veaux;https://agriculture.ld.admin.ch/inspection/C70218347D14819F582F52522BCEC135;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins,AQ-Viande Suisse,Labels,Fourrage grossier,Alimentation,Veaux;67.400116;-19.998148
529;Bovins / AQ-Viande Suisse / Labels;;11.4.1;Aire de repos (veaux);Aire de repos pour les veaux;https://agriculture.ld.admin.ch/inspection/D2075FC655AB64B0EAED79D1BE62A3FA;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Aire de repos;66.50924;-18.047306
530;Bovins / AQ-Viande Suisse / Labels;;11.4.1;Aire de repos (autres);Aires de repos pour les autres bovins, bovins d’engraissement;https://agriculture.ld.admin.ch/inspection/D41EAF71C0A23030ABE2CACC4DA998D2;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Aires de repos;66.4195;-17.992445
531;Bovins / AQ-Viande Suisse / Labels;;11.4.1;Aire de repos (vaches);Aire de repos pourvue de litière pour les vaches, les génisses en état de gestation avancée et les taureaux d‘élevage, buffles et yaks;https://agriculture.ld.admin.ch/inspection/DBA83DB48EC99E426A83A8CB6C4DC9EE;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins, Labels, Litière, Gestation;66.550865;-17.809088
532;Bovins / AQ-Viande Suisse / Labels;;11.1.7;Dresse-vaches;Utilisation correcte du dresse-vaches;https://agriculture.ld.admin.ch/inspection/F8ADE7F415D98CDD75BA8588B255457A;Labels;AQ-Viande Suisse;Bovins;;;;;Bovins,AQ-Viande Suisse,Labels,Dresse-vaches.;66.36189;-19.414745
533;Bovins / Exigences Bio Suisse autres animaux / Bio Suisse / Labels;;30.10.01.03;Igloos individuels, taille des groupes pour la garde de veaux/déplacement des veaux maigres;Igloos individuels, taille des groupes pour la garde de veaux/déplacement des veaux maigres;https://agriculture.ld.admin.ch/inspection/87440D73F765FC5682D6BC7B2391ADF6;Labels;Bio Suisse;Exigences Bio Suisse autres animaux;Bovins;;;;Bovins, Bio Suisse, Labels, Veaux, Garde, Déplacement;50.363895;-22.842606
